car_id,brand,model,variant,price,fuel_type,engine_cc,transmission,mileage_kmpl,body_type,seating_capacity,source_dataset
tata_altroz_xm_petrol,Tata,Altroz,Xm Petrol,,Petrol,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xt_petrol,Tata,Altroz,Xt Petrol,,Petrol,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xz_petrol,Tata,Altroz,Xz Petrol,,Petrol,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xz_(o)_petrol,Tata,Altroz,Xz (O) Petrol,,Petrol,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xe_diesel,Tata,Altroz,Xe Diesel,,Diesel,,Manual - 5 Gears,25 km/litre,Hatchback,5.0,dataset6
tata_altroz_xm_diesel,Tata,Altroz,Xm Diesel,,Diesel,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xt_diesel,Tata,Altroz,Xt Diesel,,Diesel,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xz_diesel,Tata,Altroz,Xz Diesel,,Diesel,,Manual - 5 Gears,,Hatchback,5.0,dataset6
tata_altroz_xz_(o)_diesel,Tata,Altroz,Xz (O) Diesel,,Diesel,,Manual - 5 Gears,,Hatchback,5.0,dataset6
icml_extreme_ld_di_non_ac_9_seate,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,9.0,dataset6
icml_extreme_ld_crdfi_non_ac_9_se,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,9.0,dataset6
icml_extreme_ld_di_ps_ac_9_seater,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,9.0,dataset6
icml_extreme_ld_crdfi_ps_ac_9_sea,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,9.0,dataset6
icml_extreme_sd_di_9_seater_bsiii,Icml,Extreme,Sd Di 9 Seater Bsiii,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,9.0,dataset6
icml_extreme_vd_crdfi_7_seater_bs,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,7.0,dataset6
icml_extreme_vd_di_7_seater_bsiii,Icml,Extreme,Vd Di 7 Seater Bsiii,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,7.0,dataset6
icml_extreme_sd_crdfi_9_seater_bs,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,,Diesel,,Manual - 5 Gears,11.12 km/litre,SUV,9.0,dataset6
tata_tigor_revotron_xe,Tata,Tigor,Revotron Xe,,Petrol,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_tigor_revotron_xm,Tata,Tigor,Revotron Xm,,Petrol,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_tigor_revotron_xz,Tata,Tigor,Revotron Xz,,Petrol,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_tigor_revotron_xz_plus,Tata,Tigor,Revotron Xz Plus,,Petrol,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_tigor_revotron_xma,Tata,Tigor,Revotron Xma,,Petrol,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_tigor_revotron_xza_plus,Tata,Tigor,Revotron Xza Plus,,Petrol,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_zest_xe_petrol,Tata,Zest,Xe Petrol,,Petrol,,Manual - 5 Gears,17.6 km/litre,Sedan,5.0,dataset6
tata_zest_xe_diesel,Tata,Zest,Xe Diesel,,Diesel,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_zest_xm_petrol,Tata,Zest,Xm Petrol,,Petrol,,Manual - 5 Gears,17.6 km/litre,Sedan,5.0,dataset6
tata_zest_xms_petrol,Tata,Zest,Xms Petrol,,Petrol,,Manual - 5 Gears,17.6 km/litre,Sedan,5.0,dataset6
tata_zest_xt_petrol,Tata,Zest,Xt Petrol,,Petrol,,Manual - 5 Gears,17.6 km/litre,Sedan,5.0,dataset6
tata_zest_xm_diesel,Tata,Zest,Xm Diesel,,Diesel,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_zest_xms_diesel,Tata,Zest,Xms Diesel,,Diesel,,Manual - 5 Gears,20.65 km/litre,Sedan,5.0,dataset6
tata_zest_xt_diesel,Tata,Zest,Xt Diesel,,Diesel,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_zest_xma_diesel,Tata,Zest,Xma Diesel,,Diesel,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_zest_xta_diesel,Tata,Zest,Xta Diesel,,Diesel,,Manual - 5 Gears,23 km/litre,Sedan,5.0,dataset6
tata_zest_zest_premio_edition,Tata,Zest,Zest Premio Edition,,Diesel,,Manual - 5 Gears,20.65 km/litre,Sedan,5.0,dataset6
honda_amaze_s_cvt_petrol,Honda,Amaze,S Cvt Petrol,,Petrol,,Manual,19 km/litre,Sedan,5.0,dataset6
honda_amaze_e_mt_diesel,Honda,Amaze,E Mt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_e_mt_petrol,Honda,Amaze,E Mt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_s_cvt_diesel,Honda,Amaze,S Cvt Diesel,,Diesel,,Manual,23.8 km/litre,Sedan,5.0,dataset6
honda_amaze_v_cvt_petrol,Honda,Amaze,V Cvt Petrol,,Petrol,,Manual,19 km/litre,Sedan,5.0,dataset6
honda_amaze_v_cvt_diesel,Honda,Amaze,V Cvt Diesel,,Diesel,,Manual,23.8 km/litre,Sedan,5.0,dataset6
honda_amaze_s_mt_diesel,Honda,Amaze,S Mt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_vx_mt_diesel,Honda,Amaze,Vx Mt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_v_mt_diesel,Honda,Amaze,V Mt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_vx_mt_petrol,Honda,Amaze,Vx Mt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_v_mt_petrol,Honda,Amaze,V Mt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_s_mt_petrol,Honda,Amaze,S Mt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_exclusive_edition_di,Honda,Amaze,Exclusive Edition Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_exclusive_edition_pe,Honda,Amaze,Exclusive Edition Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_vx_cvt_diesel,Honda,Amaze,Vx Cvt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_vx_cvt_petrol,Honda,Amaze,Vx Cvt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_ace_edition_cvt_dies,Honda,Amaze,Ace Edition Cvt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_ace_edition_cvt_petr,Honda,Amaze,Ace Edition Cvt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
honda_amaze_ace_edition_mt_diese,Honda,Amaze,Ace Edition Mt Diesel,,Diesel,,Manual,27.4 km/litre,Sedan,5.0,dataset6
honda_amaze_ace_edition_mt_petro,Honda,Amaze,Ace Edition Mt Petrol,,Petrol,,Manual,19.5 km/litre,Sedan,5.0,dataset6
maruti_suzuki_gypsy_hard_top,Maruti Suzuki,Gypsy,Hard Top,,Petrol,,Manual - 5 Gears,11.9 km/litre,SUV,8.0,dataset6
maruti_suzuki_gypsy_soft_top,Maruti Suzuki,Gypsy,Soft Top,,Petrol,,Manual - 5 Gears,11.9 km/litre,SUV,8.0,dataset6
hyundai_venue_1.2_kappa_mt_e,Hyundai,Venue,1.2 Kappa Mt E,,Petrol,,Automatic,17.52 km/litre,SUV,5.0,dataset6
hyundai_venue_1.0_turbo_gdi_mt_s,Hyundai,Venue,1.0 Turbo Gdi Mt S,,Petrol,,Automatic,18.27 km/litre,SUV,5.0,dataset6
hyundai_venue_1.4_crdi_mt_e,Hyundai,Venue,1.4 Crdi Mt E,,Diesel,,Automatic,23.7 km/litre,SUV,5.0,dataset6
hyundai_venue_1.0_turbo_gdi_mt_sx,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,,Petrol,,Automatic,18.27 km/litre,SUV,5.0,dataset6
hyundai_venue_1.0_turbo_gdi_mt_sx_,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,,Petrol,,Automatic,18.27 km/litre,SUV,5.0,dataset6
hyundai_venue_1.0_turbo_gdi_mt_sx(,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),,Petrol,,Automatic,18.27 km/litre,SUV,5.0,dataset6
hyundai_venue_1.0_turbo_gdi_dct_s,Hyundai,Venue,1.0 Turbo Gdi Dct S,,Petrol,,Automatic,18.15 km/litre,SUV,5.0,dataset6
hyundai_venue_1.0_turbo_gdi_dct_sx,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,,Petrol,,Automatic,18.15 km/litre,SUV,5.0,dataset6
hyundai_venue_1.2_kappa_mt_s,Hyundai,Venue,1.2 Kappa Mt S,,Petrol,,Automatic,17.52 km/litre,SUV,5.0,dataset6
hyundai_venue_1.4_crdi_mt_s,Hyundai,Venue,1.4 Crdi Mt S,,Diesel,,Automatic,23.7 km/litre,SUV,5.0,dataset6
hyundai_venue_1.4_crdi_mt_sx,Hyundai,Venue,1.4 Crdi Mt Sx,,Diesel,,Automatic,23.7 km/litre,SUV,5.0,dataset6
hyundai_venue_1.4_crdi_mt_sx_dual_,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,,Diesel,,Automatic,23.7 km/litre,SUV,5.0,dataset6
hyundai_venue_1.4_crdi_mt_sx(o),Hyundai,Venue,1.4 Crdi Mt Sx(O),,Diesel,,Automatic,23.7 km/litre,SUV,5.0,dataset6
tata_nexon_xe,Tata,Nexon,Xe,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xm,Tata,Nexon,Xm,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xz,Tata,Nexon,Xz,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus,Tata,Nexon,Xz Plus,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_dual_tone,Tata,Nexon,Xz Plus Dual Tone,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_(o),Tata,Nexon,Xz Plus (O),,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_(o)_dual_ton,Tata,Nexon,Xz Plus (O) Dual Tone,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xma,Tata,Nexon,Xma,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus,Tata,Nexon,Xza Plus,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_dual_tone,Tata,Nexon,Xza Plus Dual Tone,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_(o),Tata,Nexon,Xza Plus (O),,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_(o)_dual_to,Tata,Nexon,Xza Plus (O) Dual Tone,,Petrol,,Manual - 5 Gears,17.6 km/litre,SUV,5.0,dataset6
tata_nexon_xe_diesel,Tata,Nexon,Xe Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xm_diesel,Tata,Nexon,Xm Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xz_diesel,Tata,Nexon,Xz Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_diesel,Tata,Nexon,Xz Plus Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_diesel_dual_,Tata,Nexon,Xz Plus Diesel Dual Tone,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_(o)_diesel,Tata,Nexon,Xz Plus (O) Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xz_plus_(o)_diesel_d,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xma_diesel,Tata,Nexon,Xma Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_diesel,Tata,Nexon,Xza Plus Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_diesel_dual,Tata,Nexon,Xza Plus Diesel Dual Tone,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_(o)_diesel,Tata,Nexon,Xza Plus (O) Diesel,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
tata_nexon_xza_plus_(o)_diesel_,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,,Diesel,,Manual - 5 Gears,23.97 km/litre,SUV,5.0,dataset6
fiat_linea_active_fire,Fiat,Linea,Active Fire,,Petrol,,Manual - 5 Gears,15.7 km/litre,Sedan,5.0,dataset6
fiat_linea_active_multijet,Fiat,Linea,Active Multijet,,Diesel,,Manual - 5 Gears,20.4 km/litre,Sedan,5.0,dataset6
fiat_linea_dynamic_multijet,Fiat,Linea,Dynamic Multijet,,Diesel,,Manual - 5 Gears,20.4 km/litre,Sedan,5.0,dataset6
fiat_linea_emotion_multijet,Fiat,Linea,Emotion Multijet,,Diesel,,Manual - 5 Gears,20.4 km/litre,Sedan,5.0,dataset6
fiat_linea_t-jet_emotion,Fiat,Linea,T-Jet Emotion,,Petrol,,Manual - 5 Gears,15.7 km/litre,Sedan,5.0,dataset6
mahindra_bolero_power_plus_zlx,Mahindra,Bolero Power Plus,Zlx,,Diesel,,Manual - 5 Gears,16.5 km/litre,SUV,7.0,dataset6
mahindra_bolero_power_plus_slx,Mahindra,Bolero Power Plus,Slx,,Diesel,,Manual - 5 Gears,16.5 km/litre,SUV,7.0,dataset6
mahindra_bolero_power_plus_sle,Mahindra,Bolero Power Plus,Sle,,Diesel,,Manual - 5 Gears,16.5 km/litre,SUV,7.0,dataset6
mahindra_bolero_power_plus_lx,Mahindra,Bolero Power Plus,Lx,,Diesel,,Manual - 5 Gears,16.5 km/litre,SUV,7.0,dataset6
mahindra_bolero_power_plus_plus_ac_bs4_ps,Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,,Diesel,,Manual - 5 Gears,15.96 km/litre,SUV,7.0,dataset6
mahindra_bolero_power_plus_plus_non_ac_bs4_ps,Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,,Diesel,,Manual - 5 Gears,15.96 km/litre,SUV,9.0,dataset6
maruti_suzuki_vitara_brezza_ldi,Maruti Suzuki,Vitara Brezza,Ldi,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_vdi,Maruti Suzuki,Vitara Brezza,Vdi,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_zdi,Maruti Suzuki,Vitara Brezza,Zdi,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_zdi+,Maruti Suzuki,Vitara Brezza,Zdi+,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_zdi+_dual_tone,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_zdi+_ags,Maruti Suzuki,Vitara Brezza,Zdi+ Ags,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_vdi_ags,Maruti Suzuki,Vitara Brezza,Vdi Ags,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_zdi_ags,Maruti Suzuki,Vitara Brezza,Zdi Ags,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
maruti_suzuki_vitara_brezza_zdi+_dual_tone_ags,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,,Diesel,,Manual - 5 Gears,24.3 km/litre,SUV,5.0,dataset6
hyundai_i20_active_1.2_s,Hyundai,I20 Active,1.2 S,,Petrol,,Manual - 5 Gears,17.19 km/litre,Hatchback,5.0,dataset6
hyundai_i20_active_1.2_sx,Hyundai,I20 Active,1.2 Sx,,Petrol,,Manual - 5 Gears,17.19 km/litre,Hatchback,5.0,dataset6
hyundai_i20_active_1.2_sx_dual_tone,Hyundai,I20 Active,1.2 Sx Dual Tone,,Petrol,,Manual - 5 Gears,17.19 km/litre,Hatchback,5.0,dataset6
hyundai_i20_active_1.4_sx,Hyundai,I20 Active,1.4 Sx,,Diesel,,Manual - 5 Gears,21.19 km/litre,Hatchback,5.0,dataset6
ford_ecosport_1.5l_ti-vct_ambiente,Ford,Ecosport,1.5L Ti-Vct Ambiente,,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_ti-vct_trend,Ford,Ecosport,1.5L Ti-Vct Trend,,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_ti-vct_titanium,Ford,Ecosport,1.5L Ti-Vct Titanium,,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_tdci_ambiente,Ford,Ecosport,1.5L Tdci Ambiente,,Diesel,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_tdci_trend,Ford,Ecosport,1.5L Tdci Trend,,Diesel,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_tdci_titanium,Ford,Ecosport,1.5L Tdci Titanium,,Diesel,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_tdci_titanium_p,Ford,Ecosport,1.5L Tdci Titanium Plus,,Diesel,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_tdci_titanium_s,Ford,Ecosport,1.5L Tdci Titanium S,,Diesel,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_ti-vct_thunder_,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,,Petrol,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
ford_ecosport_1.5l_tdci_thunder_ed,Ford,Ecosport,1.5L Tdci Thunder Edition,,Diesel,,Manual - 5 Gears,23 km/litre,SUV,5.0,dataset6
renault_duster_rxe_petrol,Renault,Duster,Rxe Petrol,,Petrol,,Manual,13.87 km/litre,SUV,5.0,dataset6
renault_duster_rxs_petrol,Renault,Duster,Rxs Petrol,,Petrol,,Manual,13.87 km/litre,SUV,5.0,dataset6
renault_duster_rxs_(opt)_cvt,Renault,Duster,Rxs (Opt) Cvt,,Petrol,,Manual,13.87 km/litre,SUV,5.0,dataset6
renault_duster_85_ps_rxe_mt_diesel,Renault,Duster,85 Ps Rxe Mt Diesel,,Diesel,,Manual,19.6 km/litre,SUV,5.0,dataset6
renault_duster_85_ps_rxs_mt_diesel,Renault,Duster,85 Ps Rxs Mt Diesel,,Diesel,,Manual,19.6 km/litre,SUV,5.0,dataset6
renault_duster_110_ps_rxs_mt_diesel,Renault,Duster,110 Ps Rxs Mt Diesel,,Diesel,,Manual,19.6 km/litre,SUV,5.0,dataset6
renault_duster_110_ps_rxz_mt_diesel,Renault,Duster,110 Ps Rxz Mt Diesel,,Diesel,,Manual,19.6 km/litre,SUV,5.0,dataset6
renault_duster_110_ps_rxz_amt_diese,Renault,Duster,110 Ps Rxz Amt Diesel,,Diesel,,Manual,19.6 km/litre,SUV,5.0,dataset6
renault_duster_110_ps_rxs_awd_(opt),Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,,Diesel,,Manual,19.6 km/litre,SUV,5.0,dataset6
hyundai_verna_1.6_vtvt_sx,Hyundai,Verna,1.6 Vtvt Sx,,Petrol,,Automatic,17.7 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_crdi_sx,Hyundai,Verna,1.6 Crdi Sx,,Diesel,,Automatic,23.9 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_crdi_sx_(o),Hyundai,Verna,1.6 Crdi Sx (O),,Diesel,,Automatic,23.5 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_vtvt_sx_(o),Hyundai,Verna,1.6 Vtvt Sx (O),,Petrol,,Automatic,17.7 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_crdi_sx_plus_at,Hyundai,Verna,1.6 Crdi Sx Plus At,,Diesel,,Automatic,17.1 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_vtvt_sx(o)_at,Hyundai,Verna,1.6 Vtvt Sx(O) At,,Petrol,,Automatic,17.7 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.4_vtvt_ex,Hyundai,Verna,1.4 Vtvt Ex,,Petrol,,Automatic,19.1 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.4_vtvt_e,Hyundai,Verna,1.4 Vtvt E,,Petrol,,Automatic,19.1 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_vtvt_sx_(o)_anni,Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,,Petrol,,Automatic,17.7 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_vtvt_sx_plus_at,Hyundai,Verna,1.6 Vtvt Sx Plus At,,Petrol,,Automatic,17.7 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.6_crdi_sx(o)_at,Hyundai,Verna,1.6 Crdi Sx(O) At,,Diesel,,Automatic,17.1 km/litre,Sedan,5.0,dataset6
hyundai_verna_1.4_crdi_e,Hyundai,Verna,1.4 Crdi E,,Diesel,,Automatic,,Sedan,5.0,dataset6
hyundai_verna_1.4_crdi_ex,Hyundai,Verna,1.4 Crdi Ex,,Diesel,,Automatic,,Sedan,5.0,dataset6
mahindra_xuv300_1.2_w4,Mahindra,Xuv300,1.2 W4,,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.2_w6,Mahindra,Xuv300,1.2 W6,,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.2_w8,Mahindra,Xuv300,1.2 W8,,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.2_w8(o),Mahindra,Xuv300,1.2 W8(O),,Petrol,,Manual - 5 Gears,17 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w4,Mahindra,Xuv300,1.5 W4,,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w6,Mahindra,Xuv300,1.5 W6,,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w8,Mahindra,Xuv300,1.5 W8,,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w8_(o),Mahindra,Xuv300,1.5 W8 (O),,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w8_amt,Mahindra,Xuv300,1.5 W8 Amt,,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w8_(o)_amt,Mahindra,Xuv300,1.5 W8 (O) Amt,,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
mahindra_xuv300_1.5_w6_amt,Mahindra,Xuv300,1.5 W6 Amt,,Diesel,,Manual - 5 Gears,20 km/litre,SUV,5.0,dataset6
renault_lodgy_85_ps_std,Renault,Lodgy,85 Ps Std,,Diesel,,Manual,21.04 km/litre,MUV,8.0,dataset6
renault_lodgy_85_ps_rxe_8_seater,Renault,Lodgy,85 Ps Rxe 8 Seater,,Diesel,,Manual,21.04 km/litre,MUV,8.0,dataset6
renault_lodgy_stepway_rxz_110ps_8-,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,,Diesel,,Manual,19.98 km/litre,MUV,8.0,dataset6
renault_lodgy_stepway_rxz_110ps_7-,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,,Diesel,,Manual,19.98 km/litre,MUV,7.0,dataset6
renault_lodgy_stepway_rxl_85ps_8-s,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,,Diesel,,Manual,21.04 km/litre,MUV,8.0,dataset6
renault_lodgy_stepway_rxz_85ps_8-s,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,,Diesel,,Manual,21.04 km/litre,MUV,8.0,dataset6
renault_lodgy_85_ps_rxe_7_seater,Renault,Lodgy,85 Ps Rxe 7 Seater,,Diesel,,Manual,21.04 km/litre,MUV,7.0,dataset6
volkswagen_vento_trendline_1.6_(p),Volkswagen,Vento,Trendline 1.6 (P),,Petrol,,Manual,16.09 km/litre,Sedan,5.0,dataset6
volkswagen_vento_highline_1.6_(p),Volkswagen,Vento,Highline 1.6 (P),,Petrol,,Manual,16.09 km/litre,Sedan,5.0,dataset6
volkswagen_vento_comfortline_1.6_(p),Volkswagen,Vento,Comfortline 1.6 (P),,Petrol,,Manual,16.09 km/litre,Sedan,5.0,dataset6
volkswagen_vento_highline_1.2_(p)_dsg,Volkswagen,Vento,Highline 1.2 (P) Dsg,,Petrol,,Manual,18.19 km/litre,Sedan,5.0,dataset6
volkswagen_vento_highline_plus_1.2_(p,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,,Petrol,,Manual,18.19 km/litre,Sedan,5.0,dataset6
volkswagen_vento_trendline_1.5_(d),Volkswagen,Vento,Trendline 1.5 (D),,Diesel,,Manual,20.64 km/litre,Sedan,5.0,dataset6
volkswagen_vento_comfortline_1.5_(d),Volkswagen,Vento,Comfortline 1.5 (D),,Diesel,,Manual,20.64 km/litre,Sedan,5.0,dataset6
volkswagen_vento_highline_1.5_(d),Volkswagen,Vento,Highline 1.5 (D),,Diesel,,Manual,20.64 km/litre,Sedan,5.0,dataset6
volkswagen_vento_highline_1.5_(d)_dsg,Volkswagen,Vento,Highline 1.5 (D) Dsg,,Diesel,,Manual,21.5 km/litre,Sedan,5.0,dataset6
volkswagen_vento_highline_plus_1.5_(d,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,,Diesel,,Manual,20.64 km/litre,Sedan,5.0,dataset6
